MonthsActive,AvgOrderValue,NumOrdersLastQuarter,Region,NextMonthSpend
57,121.78,3,North,164.39
50,28.5,2,West,51.07
57,38.77,6,South,100.28
2,72.2,4,South,104.51
28,45.53,2,East,76.45
14,77.04,4,West,124.02
56,59.31,5,South,104.05
43,102.69,3,East,145.31
20,82.85,7,West,147.14
34,83.46,6,East,134.2
37,46.31,6,North,97.35
30,52.51,5,North,117.62
29,48.32,4,North,113.63
4,29.89,5,East,87.1
28,98.37,4,North,154.24
21,73.56,2,North,124.66
50,47.56,3,North,123.01
52,92.0,11,South,168.64
46,42.43,5,East,108.16
2,26.17,4,North,88.28
51,81.69,5,South,123.35
24,32.74,4,East,80.08
25,50.49,4,East,106.44
57,59.29,2,North,96.51
53,63.7,6,West,102.92
4,76.66,3,South,95.51
22,68.88,6,West,109.34
45,68.03,9,West,133.98
33,39.79,2,East,82.02
16,61.42,2,South,107.22
32,29.9,2,West,69.41
52,101.99,5,East,158.08
14,31.15,6,East,74.02
45,47.53,5,South,80.1
45,32.22,4,East,82.01
54,40.77,3,West,87.32
18,54.89,5,East,130.53
13,44.19,4,East,92.21
33,86.29,4,East,154.57
32,59.79,2,East,89.41
25,45.37,3,East,95.5
47,51.76,3,South,76.37
48,88.93,6,South,137.98
15,78.54,5,North,152.15
48,34.62,2,East,71.35
14,41.58,5,West,73.65
25,66.02,6,North,127.47
2,62.89,5,East,113.25
21,35.87,2,South,79.27
58,73.67,5,South,125.67
27,38.23,4,North,103.13
43,91.98,6,West,125.68
7,67.48,10,North,142.1
39,34.72,4,North,108.79
23,44.18,8,West,113.15
45,43.88,6,East,111.05
56,58.2,3,North,122.43
32,50.32,4,North,108.4
7,34.53,6,North,116.47
29,31.26,5,South,70.1
8,68.01,5,East,122.2
27,61.22,6,South,127.7
4,56.95,4,East,97.55
39,60.84,3,East,78.09
19,42.62,8,West,111.75
13,58.77,3,North,99.05
2,150.72,7,West,201.33
54,87.34,5,West,121.63
51,48.65,8,West,124.23
49,44.29,3,South,80.39
4,17.39,5,South,38.94
21,83.72,7,North,157.55
59,74.79,2,West,110.93
35,43.92,7,East,113.04
8,30.79,3,East,67.78
9,34.39,2,North,79.08
16,65.22,7,West,125.76
59,52.68,4,East,94.58
11,72.0,5,West,127.99
55,56.52,7,West,109.28
41,80.38,2,North,133.46
56,63.3,6,West,133.9
50,76.06,3,North,120.47
20,23.67,3,East,75.19
50,33.32,4,East,80.44
11,47.19,7,West,84.99
18,84.08,7,South,158.4
13,115.84,9,North,194.02
8,51.13,7,South,101.89
6,42.75,6,North,99.78
12,24.98,4,East,66.39
8,77.12,4,North,104.49
23,43.81,6,East,123.71
5,178.28,7,North,239.72
4,40.62,5,North,71.34
60,126.74,5,East,179.72
6,73.65,6,South,123.59
5,36.19,4,East,77.75
2,59.91,6,North,124.33
8,74.33,4,South,118.66
32,49.89,5,East,108.14
50,76.34,3,North,133.76
45,75.67,4,West,108.75
35,69.31,3,West,132.33
6,54.24,2,North,113.05
47,34.12,3,North,84.53
3,52.95,5,South,89.85
38,58.58,5,South,102.08
25,25.78,3,South,86.12
53,58.42,5,West,112.21
19,52.52,5,North,116.85
39,32.5,5,South,98.51
27,47.79,4,North,103.13
32,48.2,4,East,96.46
57,118.16,9,East,185.09
43,59.62,9,North,165.66
25,82.63,7,East,141.89
27,52.08,4,East,93.86
43,25.8,5,North,108.44
21,71.45,3,North,95.74
11,41.96,9,East,117.76
29,47.74,3,East,99.55
5,35.83,7,West,89.7
11,56.21,6,South,90.86
26,83.6,6,South,149.47
48,79.29,4,South,98.53
47,102.97,5,West,141.49
16,108.98,3,South,135.7
26,24.09,9,North,138.37
10,33.87,4,North,86.21
46,26.49,8,North,134.08
15,70.3,8,North,155.27
48,41.38,5,North,142.69
51,44.9,8,South,112.33
42,50.07,8,West,114.48
20,63.63,5,South,127.95
58,30.14,3,South,85.83
42,33.0,3,North,101.93
39,54.63,6,South,121.79
52,88.19,3,South,127.18
53,54.05,8,East,113.71
5,39.78,2,East,50.51
53,23.12,6,East,95.91
46,79.92,9,East,144.99
13,40.68,5,North,109.92
19,34.5,6,North,105.08
46,27.49,7,South,111.07
13,30.7,9,East,114.44
28,37.17,5,North,99.0
42,49.62,4,South,108.07
40,33.67,5,East,102.09
55,58.81,5,South,113.98
7,49.47,2,South,82.8
18,132.79,6,South,171.25
60,27.61,8,South,95.48
35,58.24,6,South,106.86
15,58.53,2,West,56.86
18,36.15,11,South,106.64
21,56.72,5,East,108.44
34,74.28,7,South,136.21
18,56.75,5,North,130.86
38,94.99,5,South,126.89
27,22.85,3,South,56.6
37,38.98,4,East,89.34
10,98.5,5,West,130.22
38,78.63,12,South,179.73
56,67.78,4,South,96.19
9,89.41,8,North,180.27
20,25.37,4,West,64.22
42,75.06,4,South,138.98
38,83.58,6,East,154.55
41,41.95,6,East,93.13
34,156.29,5,North,206.18
41,59.06,4,East,83.13
37,22.71,8,West,78.63
5,63.59,8,East,121.25
46,40.94,2,East,75.07
27,87.01,6,West,123.57
4,67.98,7,West,104.6
25,42.98,7,North,115.35
27,99.58,3,South,125.59
6,79.5,2,South,100.26
60,39.21,3,West,56.06
14,51.38,1,West,78.21
20,67.14,8,West,127.78
27,47.2,3,South,93.95
50,47.76,7,North,125.96
45,55.41,6,East,115.21
47,35.65,6,North,91.42
15,22.35,5,South,104.46
51,60.08,6,South,127.41
50,24.64,6,South,85.64
28,36.7,7,South,110.37
33,26.88,9,East,109.77
3,28.24,6,East,65.39
46,64.75,3,East,97.64
58,49.95,5,North,137.71
29,49.24,8,South,118.76
33,32.25,5,East,103.5
30,42.0,3,East,99.55
5,63.47,3,East,91.11
38,53.47,3,South,93.92
44,75.87,3,North,122.37
56,80.32,4,South,126.43
56,49.36,7,North,141.52
30,26.03,4,West,84.15
58,40.34,7,South,90.29
32,52.51,4,East,101.16
39,40.02,5,North,97.17
37,35.81,4,South,101.58
60,56.14,4,North,118.51
45,144.33,4,South,187.62
8,44.91,4,North,95.83
5,54.54,6,South,90.7
25,32.3,4,East,110.03
31,89.78,4,North,163.66
41,77.47,4,West,122.07
29,75.36,4,South,109.37
31,94.06,7,North,166.89
56,46.02,4,North,112.21
21,48.38,11,South,131.69
30,108.2,3,South,133.25
34,70.32,7,North,147.73
29,22.47,3,South,61.62
59,65.49,6,West,98.71
58,43.26,7,North,104.8
31,78.2,7,East,148.36
28,64.28,4,West,106.36
36,27.22,6,West,92.26
11,60.8,4,West,107.48
26,59.4,7,South,104.97
14,63.14,7,South,110.5
9,68.73,5,South,88.53
6,99.32,4,East,153.99
36,64.43,6,South,121.8
1,55.1,7,South,83.63
39,86.42,7,West,145.05
26,133.9,3,North,169.3
22,78.73,7,West,145.54
47,59.29,2,North,100.8
33,64.91,6,North,134.28
45,60.49,7,East,111.75
43,55.0,6,South,107.46
2,129.81,7,South,166.52
13,40.46,5,North,103.39
35,86.66,5,South,159.59
59,51.92,3,South,56.44
10,30.2,7,East,99.46
7,50.64,4,North,92.6
57,43.87,2,South,76.77
59,68.79,4,South,105.06
11,56.63,7,East,108.81
25,36.28,5,South,72.0
38,98.34,5,South,158.81
12,84.44,4,North,129.75
20,102.97,8,South,188.48
24,60.03,2,East,111.32
39,53.82,2,North,113.73
19,72.34,5,West,144.75
25,43.34,2,South,73.76
18,57.51,2,North,112.3
46,50.89,9,West,102.73
10,30.43,1,North,72.37
14,57.45,7,South,122.27
15,45.77,6,West,104.23
55,49.55,4,West,83.22
57,63.15,2,West,97.3
31,90.83,7,South,146.59
10,38.88,2,North,74.51
46,47.72,1,East,79.43
30,40.2,2,West,73.88
51,39.17,6,West,97.64
22,43.04,3,South,98.95
60,50.47,2,South,99.59
49,69.02,5,West,114.68
14,62.06,7,South,126.94
44,35.78,4,West,82.47
18,91.62,2,South,110.63
21,79.66,3,West,110.27
16,38.07,4,North,102.33
41,89.09,4,North,160.6
16,62.23,2,South,94.98
39,51.29,8,East,139.08
35,63.01,5,South,127.95
46,54.04,3,North,118.96
60,67.9,3,North,121.85
1,58.85,3,South,79.97
60,47.7,4,East,92.58
7,24.28,7,West,80.73
32,67.42,7,South,114.55
21,47.02,2,East,106.5
39,74.53,6,East,135.57
44,66.2,5,West,98.83
52,47.51,8,West,125.93
25,82.2,8,West,138.5
56,59.26,5,North,129.96
20,58.29,7,South,108.69
13,51.66,3,West,71.27
23,107.06,1,South,146.6
32,41.05,12,South,135.9
41,47.99,7,South,120.58
50,33.28,1,East,70.48
14,73.02,5,East,120.54
19,43.26,6,North,107.79
57,45.24,8,North,118.32
27,44.4,3,West,87.47
15,55.99,2,East,90.18
60,33.11,5,South,82.87
27,22.26,9,East,103.9
60,65.57,4,East,131.64
56,23.44,4,East,88.36
55,76.83,4,West,120.11
35,101.84,3,South,129.3
48,51.13,3,East,102.95
58,91.82,5,West,128.33
17,54.07,4,North,106.71
3,103.51,4,North,160.59
20,45.49,3,South,72.27
39,21.2,5,North,86.16
33,52.88,4,East,114.44
5,108.11,3,East,147.4
34,67.63,5,South,109.94
11,44.43,4,South,79.36
31,62.28,6,East,144.44
35,80.52,2,North,146.48
39,52.76,4,East,99.58
25,156.11,4,East,197.51
25,44.39,3,North,105.44
41,81.53,7,South,155.67
45,74.05,5,West,115.73
49,41.27,5,South,92.85
21,46.07,8,South,157.48
26,82.04,4,North,154.9
20,57.85,3,East,108.33
32,62.5,5,East,114.06
8,28.38,6,South,80.98
26,70.98,7,South,133.73
12,61.25,4,West,88.79
32,53.22,2,South,81.45
52,63.08,5,East,111.91
60,46.35,3,North,103.37
27,43.09,4,North,92.0
4,49.56,10,West,88.51
14,45.35,6,West,82.82
7,130.61,9,East,192.77
46,78.63,13,East,167.01
60,37.06,5,West,67.59
34,123.29,5,West,152.18
11,45.92,4,North,102.41
2,55.25,4,East,92.5
59,78.18,5,West,113.66
19,24.83,2,South,50.01
7,49.66,2,South,71.87
11,43.41,5,North,104.04
16,59.27,3,East,94.46
40,63.31,6,East,140.8
54,52.94,9,South,127.3
17,51.96,6,East,122.79
42,83.6,4,North,155.39
4,61.6,4,West,67.64
1,55.51,9,North,139.51
4,57.92,4,South,100.3
56,113.79,5,North,185.32
35,58.5,3,South,82.65
49,44.44,9,East,123.22
2,25.44,3,North,61.62
2,30.77,5,South,86.83
51,45.29,5,West,110.37
7,52.28,2,South,67.05
10,43.72,6,South,89.2
32,62.83,7,North,124.46
37,43.49,3,North,100.38
14,37.87,4,North,116.06
27,69.76,6,East,110.14
41,94.42,4,South,118.06
27,35.06,5,North,96.33
23,60.19,5,East,118.01
5,25.48,4,West,56.98
28,30.27,10,North,121.14
49,43.14,7,East,122.28
38,85.97,3,North,141.39
54,39.99,8,North,143.29
8,39.39,8,East,103.71
1,55.39,3,East,78.16
33,55.41,8,East,142.14
11,39.88,5,South,103.63
36,120.84,5,North,164.53
55,49.1,3,South,104.14
21,57.14,6,South,97.72
33,46.49,10,East,153.12
41,65.1,6,North,117.58
10,89.48,5,North,152.09
54,106.22,8,West,175.05
13,40.25,9,East,114.51
49,84.8,5,North,158.96
40,68.02,6,North,150.76
9,80.63,3,East,118.98
44,52.63,6,East,106.53
12,50.66,6,East,95.16
36,79.38,2,North,136.1
58,79.99,8,West,130.14
58,102.13,6,North,146.82
53,59.11,4,South,99.17
30,52.31,5,South,95.69
34,20.41,5,West,81.0
19,28.66,11,East,125.42
56,46.63,8,West,128.68
29,35.15,6,East,116.13
47,75.61,3,East,129.65
22,32.33,8,South,91.02
45,44.68,6,South,115.55
14,45.39,2,North,116.12
45,88.4,2,South,121.27
3,42.81,6,North,111.36
7,65.43,2,South,82.52
22,59.04,6,East,90.89
29,78.36,5,East,126.82
43,76.71,5,West,140.28
22,53.87,2,North,99.71
2,27.7,10,North,123.11
20,49.76,2,North,115.58
27,54.16,7,South,113.64
33,61.22,4,South,101.04
39,40.65,4,West,78.98
15,86.17,3,South,103.37
37,54.9,5,North,122.65
38,37.78,6,East,83.87
47,45.45,4,North,78.86
32,118.09,4,South,164.31
49,71.22,8,East,140.17
14,83.04,6,West,118.46
43,35.99,4,East,101.23
3,41.45,6,North,103.32
7,41.57,6,East,79.94
52,58.78,6,East,126.86
29,50.93,5,East,124.56
38,44.89,5,West,106.94
37,47.2,4,North,123.7
42,39.74,5,North,110.58
15,50.81,7,North,120.13
11,85.22,4,North,146.34
3,29.81,10,South,121.29
52,62.71,4,North,121.75
14,94.83,5,South,130.24
35,50.74,2,North,121.77
28,44.19,3,East,90.01
10,79.02,6,North,135.67
25,36.83,8,North,118.87
5,54.1,3,East,93.12
11,36.02,3,South,68.86
9,25.84,3,East,58.14
50,51.38,4,West,93.56
35,32.94,5,West,80.73
56,54.34,1,South,78.61
27,85.29,6,South,146.52
13,114.63,4,East,154.5
37,56.68,4,North,123.32
56,82.08,3,West,128.26
32,64.04,6,North,122.63
2,46.84,2,West,42.04
19,25.28,5,West,62.69
56,104.65,9,North,192.36
32,35.89,5,East,98.1
58,94.93,4,North,145.45
31,67.68,8,North,152.23
1,36.95,5,North,80.03
53,61.86,7,East,113.03
46,128.15,4,South,152.19
43,100.91,6,East,167.66
59,44.47,4,West,68.09
12,41.07,6,South,104.99
55,56.83,8,East,133.98
14,51.1,2,West,62.9
59,88.23,2,South,118.49
12,73.39,4,North,112.74
34,27.75,1,South,79.3
48,65.59,3,South,101.11
5,50.82,4,East,75.18
5,55.41,3,North,128.88
51,60.31,5,South,112.59
4,88.19,7,East,147.89
37,80.73,5,East,138.55
57,40.45,6,East,109.8
37,53.33,5,East,120.89
29,45.63,4,South,104.37
26,27.86,6,South,80.81
39,52.26,5,South,105.06
35,114.19,8,South,180.29
31,27.53,7,South,92.36
10,54.08,9,West,131.65
40,53.39,4,East,121.17
45,61.26,8,North,118.56
43,37.15,4,South,95.36
5,30.88,3,North,80.82
43,31.46,2,East,81.29
44,92.98,5,South,148.31
12,36.85,4,West,66.73
51,44.71,4,North,127.66
32,126.7,2,North,138.08
29,40.7,3,North,75.32
44,62.61,3,North,104.01
31,83.56,6,West,138.91
33,81.96,4,South,117.4
19,32.05,6,South,90.85
56,41.04,6,East,97.64
59,61.62,4,North,111.66
8,118.11,7,South,169.45
44,40.26,4,South,95.48
2,44.82,5,South,108.43
23,64.58,5,South,119.71
59,69.96,8,North,149.71
11,71.67,6,North,128.95
23,38.92,7,West,76.12
14,44.13,6,East,108.95
44,59.51,8,North,147.65
28,90.46,6,North,159.62
36,49.63,2,North,101.57
57,54.11,3,North,99.18
32,36.22,4,North,73.8
45,115.04,3,West,143.17
6,58.07,6,East,104.06
13,84.02,5,East,133.83
57,55.26,3,North,113.13
52,56.49,5,West,106.03
40,29.96,6,East,89.33
23,23.1,7,South,115.16
12,90.09,4,East,143.4
52,56.33,5,West,93.52
48,59.3,4,North,138.0
15,33.13,6,North,107.77
36,38.05,7,North,101.94
38,83.51,3,West,131.6
29,109.51,4,East,151.17
56,42.58,5,North,107.49
8,71.42,4,East,107.3
16,58.91,5,North,122.45
6,52.03,5,North,103.54
42,114.52,8,South,191.86
39,45.55,7,North,147.21
60,89.68,6,South,141.81
33,63.6,5,South,98.25
10,54.23,7,West,98.39
28,94.52,7,North,160.44
6,61.32,5,North,108.39
41,52.53,2,North,86.89
41,94.8,5,West,144.9
52,89.99,3,East,116.14
21,88.3,1,North,113.55
19,11.53,5,West,79.81
5,65.11,9,North,123.8
25,59.43,5,East,102.59
29,53.84,4,South,119.99
46,69.68,5,North,135.58
46,60.6,6,South,105.94
9,71.6,7,South,111.18
18,49.05,5,North,146.12
31,99.41,8,East,181.41
21,74.56,1,East,108.36
2,67.83,3,East,105.67
51,66.52,8,South,132.95
44,86.74,6,West,139.95
32,82.16,7,East,155.87
20,52.19,7,West,103.13
51,81.14,3,West,116.43
3,58.53,2,West,90.54
27,117.54,4,South,145.23
49,84.7,4,North,138.41
58,42.51,3,West,73.1
16,138.7,4,East,185.66
40,23.55,8,South,111.64
12,70.45,5,South,95.09
7,41.33,6,East,89.82
22,115.92,5,North,168.02
54,60.41,6,South,125.4
42,39.74,3,South,83.03
30,49.08,2,South,96.0
17,41.04,2,West,90.33
9,48.31,5,South,65.3
17,47.87,8,North,104.37
10,40.43,3,South,72.46
12,60.83,4,South,103.41
42,63.85,2,East,93.23
8,36.65,4,North,89.23
3,28.13,4,West,60.08
33,61.83,5,West,93.67
18,67.54,5,North,133.91
28,73.12,3,East,125.81
9,68.07,3,North,111.79
13,102.42,6,South,130.54
27,81.36,4,North,129.83
42,159.48,5,North,223.16
25,188.72,3,East,243.32
33,27.02,3,North,91.62
32,22.67,6,North,97.31
17,54.44,1,West,75.86
17,66.8,8,West,123.42
26,52.97,4,North,120.05
2,72.34,5,East,117.28
42,49.0,9,East,113.27
37,41.36,6,North,132.35
19,43.94,5,South,115.53
23,50.4,4,West,78.28
20,76.51,7,South,128.62
40,44.94,6,West,109.38
46,48.64,6,South,105.2
7,68.59,8,West,106.49
25,50.42,8,South,103.62
1,85.34,5,North,130.77
28,37.8,2,South,59.89
15,34.66,9,West,108.9
21,61.67,8,West,125.45
28,64.18,6,South,143.98
20,38.63,1,South,81.0
24,93.45,5,West,137.8
46,117.92,5,North,194.37
49,42.47,8,South,107.83
1,98.98,6,North,141.65
23,21.06,5,East,97.57
51,83.97,5,South,157.88
32,38.74,5,West,102.35
13,80.68,7,East,125.57
36,37.17,5,North,92.42
9,53.12,2,South,85.51
2,39.49,4,North,75.36
38,50.12,5,East,99.2
31,113.52,2,North,156.45
46,52.29,9,North,137.27
21,126.99,4,North,202.7
52,46.79,4,West,110.45
26,99.16,3,East,161.07
45,28.49,8,East,104.31
7,48.69,3,West,93.37
6,44.06,4,West,71.9
47,101.0,2,North,155.99
51,58.8,7,East,138.98
57,23.68,4,East,71.73
20,32.33,7,North,121.98
2,36.41,8,North,104.33
59,79.33,5,North,152.54
37,75.34,6,South,123.96
15,48.42,8,East,124.95
46,43.84,6,East,117.78
55,72.72,5,North,148.59
18,34.75,4,West,100.05
47,65.57,6,West,136.11
48,63.37,6,East,118.99
31,48.92,2,West,70.4
38,64.01,5,North,145.59
17,56.87,7,South,134.87
56,66.62,3,North,96.01
59,32.02,4,North,102.12
59,69.81,4,South,93.59
45,82.32,3,South,127.49
3,62.08,2,West,86.85
22,69.44,9,East,150.13
27,52.25,4,South,100.02
58,77.99,2,South,108.44
33,56.04,4,West,106.25
33,34.5,6,South,103.45
9,75.8,4,South,121.59
48,28.4,6,East,101.1
21,61.14,6,North,118.99
6,46.82,7,West,72.06
60,45.64,1,West,60.77
12,58.49,4,North,109.25
1,41.11,4,North,105.46
5,67.01,3,East,107.43
28,55.85,4,West,121.04
7,42.65,3,West,75.28
51,93.25,4,West,146.5
31,59.26,3,North,93.32
20,70.27,7,North,128.74
1,96.22,7,South,156.52
29,95.59,6,West,148.52
10,68.85,7,North,135.62
59,48.37,5,South,80.63
18,30.82,3,South,78.2
29,59.3,4,North,119.5
2,84.59,3,West,75.84
8,62.91,7,North,138.22
13,13.77,4,West,50.07
4,77.33,3,East,103.03
44,79.25,2,South,121.62
57,48.4,7,North,121.18
60,81.07,7,West,123.94
16,70.19,3,South,96.43
48,41.5,5,West,102.07
31,90.79,4,North,137.22
3,32.88,4,South,67.64
6,53.36,5,South,105.44
33,51.27,7,North,133.07
26,39.25,7,North,114.74
1,61.65,7,South,115.57
56,92.22,7,East,158.85
44,89.94,6,South,142.99
31,72.93,3,East,110.04
60,27.71,9,North,123.98
59,32.0,5,North,112.55
59,58.35,3,West,88.66
16,53.86,10,North,144.15
53,44.74,4,East,109.25
31,116.99,6,North,184.72
44,56.96,4,South,102.98
52,67.83,5,West,99.23
10,81.06,5,North,136.67
27,55.81,6,South,121.58
8,153.92,4,West,170.16
17,37.48,4,South,83.64
25,42.84,4,West,81.42
52,37.44,5,East,79.86
52,102.01,9,North,165.87
24,75.25,5,West,133.22
20,43.92,6,South,124.26
32,38.65,6,North,131.17
55,95.01,6,South,141.54
59,63.1,9,North,165.63
14,95.98,8,North,163.83
12,53.3,4,South,82.23
43,66.99,2,North,132.07
19,61.56,8,East,124.8
12,42.54,7,South,96.72
2,51.54,6,West,85.57
25,34.0,3,South,69.86
24,66.53,5,North,152.32
34,74.03,5,West,137.66
13,81.13,6,North,125.96
43,71.28,6,South,134.77
41,51.87,3,West,87.14
28,101.57,5,East,147.05
11,78.02,6,North,135.54
31,95.15,6,West,148.26
41,97.56,3,South,136.14
23,51.92,7,East,129.34
16,63.76,4,South,112.32
31,74.43,5,South,108.69
22,34.48,3,West,70.06
25,34.79,5,North,102.83
21,32.47,3,East,89.3
19,52.29,3,North,77.89
44,47.78,5,South,123.46
28,30.75,6,South,92.74
28,57.96,7,South,127.47
40,52.55,7,North,111.02
22,87.61,4,South,126.6
7,122.14,2,East,129.4
52,65.53,1,West,101.35
4,41.32,7,East,91.48
35,70.72,6,North,142.13
16,54.8,11,North,144.75
13,49.6,2,East,70.07
3,38.68,4,North,94.91
55,45.35,7,North,115.28
26,50.85,4,South,101.18
21,75.31,9,West,137.22
45,66.98,5,East,129.34
3,113.32,4,South,148.7
34,71.5,2,East,111.76
30,64.7,3,West,111.72
34,48.3,3,West,96.57
8,36.05,3,West,65.96
58,43.47,4,West,89.75
15,41.27,5,East,84.43
41,19.6,9,South,92.4
45,36.47,3,West,78.22
21,103.64,6,South,146.67
8,63.27,2,East,84.5
18,46.96,6,North,125.63
49,64.03,4,West,117.2
55,24.99,5,North,62.78
57,61.12,5,South,113.05
14,91.01,3,South,130.64
37,52.02,5,North,116.06
10,26.88,5,East,84.61
43,46.27,5,East,112.12
25,91.08,7,West,147.09
43,60.55,3,North,110.48
42,30.96,4,North,82.46
60,140.76,3,East,160.36
30,33.07,4,East,89.74
21,49.54,3,East,75.68
32,36.06,3,East,92.62
10,36.07,3,North,94.52
7,45.56,3,West,80.05
32,70.42,4,West,104.62
50,91.49,5,East,159.48
32,46.78,5,North,83.99
47,36.45,8,North,117.64
11,66.12,5,East,89.74
27,66.9,1,North,113.79
37,60.11,6,East,115.73
21,60.96,6,North,120.24
1,52.19,5,South,67.33
5,56.78,5,South,97.67
56,50.77,3,North,105.84
37,83.77,9,West,143.98
16,133.14,3,North,181.41
16,58.67,9,South,121.35
3,54.45,2,North,94.73
57,60.48,5,East,100.92
7,41.96,3,South,90.42
46,74.14,8,East,169.79
15,65.14,3,South,91.15
21,46.15,8,North,147.44
17,78.32,5,East,121.81
50,55.01,2,North,110.48
2,37.04,5,East,54.89
22,62.84,2,East,92.55
17,60.03,7,East,133.64
17,80.17,3,West,129.94
12,76.14,7,North,143.39
55,52.26,4,South,84.55
23,45.2,4,West,91.77
26,54.64,9,West,110.37
24,63.14,3,West,87.12
59,66.25,4,West,102.05
21,61.59,4,East,116.16
21,52.65,5,North,107.34
20,81.35,3,North,126.48
20,41.69,3,East,88.2
6,147.2,6,East,195.8
37,74.09,8,North,141.99
2,34.78,4,East,65.67
14,58.8,8,East,128.11
13,74.37,8,North,152.68
18,47.48,10,East,135.59
46,30.02,7,North,115.81
36,36.03,5,North,103.28
60,67.82,4,West,120.62
22,27.06,5,North,104.97
56,30.58,7,East,117.86
3,67.68,6,North,116.52
31,49.95,6,East,100.61
48,41.33,6,East,104.06
32,44.8,2,North,97.06
56,30.32,4,North,98.76
19,66.27,9,North,131.1
2,39.54,9,North,104.89
47,44.07,4,East,88.3
5,62.72,3,South,91.46
46,49.27,2,West,64.59
45,41.19,7,North,129.13
51,24.64,3,North,68.53
29,63.24,7,South,118.34
54,56.35,3,North,99.08
11,44.39,6,West,91.28
27,36.05,10,East,134.35
8,54.88,11,East,159.73
47,66.17,4,South,115.85
43,56.78,5,South,106.99
49,105.13,4,North,156.11
46,72.38,6,East,136.99
19,52.3,6,North,149.52
5,73.36,5,North,114.68
56,55.67,6,East,140.16
30,55.59,10,North,162.25
6,91.7,8,West,131.52
56,38.12,7,North,120.54
60,55.11,6,South,93.74
27,87.87,4,East,142.67
47,61.78,7,East,117.7
3,47.1,7,South,97.27
6,27.59,8,East,90.82
17,22.02,6,West,78.27
40,125.27,7,East,182.99
9,61.77,3,West,89.94
3,43.22,6,East,87.2
41,62.79,4,North,120.53
47,37.37,3,West,80.78
45,47.82,5,West,79.67
48,37.47,7,North,121.82
49,31.02,6,North,98.74
37,23.52,6,South,78.45
32,28.82,5,North,82.31
52,82.15,6,North,135.17
21,36.79,4,North,92.8
6,67.62,9,East,133.08
46,80.05,5,West,128.99
17,54.96,4,West,90.41
59,48.45,3,South,95.32
25,57.58,5,North,119.91
52,46.22,1,East,76.4
3,88.37,6,North,160.77
40,115.66,1,North,162.21
27,97.51,1,East,119.88
28,23.09,7,West,82.79
16,45.84,2,East,69.13
59,54.69,2,East,109.91
24,65.71,2,West,94.91
52,27.36,5,East,72.48
26,27.18,10,East,116.14
3,92.09,8,East,131.53
53,43.66,4,North,102.16
12,30.12,4,West,63.82
17,35.11,4,West,68.09
52,63.83,1,North,109.29
54,39.29,5,East,101.73
56,60.14,7,North,144.97
26,36.91,5,North,113.88
46,27.18,6,North,116.65
20,96.52,6,North,167.62
45,64.03,6,East,115.65
31,47.77,7,South,129.75
4,44.32,4,North,116.76
26,98.1,5,South,135.44
29,69.17,4,South,104.83
16,86.38,3,West,125.59
23,43.23,9,East,137.68
31,55.72,9,South,127.16
3,64.13,2,East,68.86
10,43.81,5,North,81.0
47,52.55,5,North,112.95
22,43.23,4,South,105.23
37,64.05,3,North,120.81
34,32.18,5,South,82.36
34,68.63,7,West,145.35
25,61.82,3,East,111.49
29,50.33,4,North,107.54
50,65.35,5,South,102.42
58,47.18,3,South,78.24
16,41.76,2,North,104.87
41,67.86,2,South,99.37
59,69.05,2,North,98.58
1,44.57,5,East,80.96
48,43.07,3,South,89.32
30,50.74,3,West,87.27
59,43.78,4,North,123.6
35,100.49,9,East,189.6
51,61.97,3,North,105.5
10,54.92,7,North,116.42
9,37.6,12,South,124.34
56,73.38,6,South,136.11
32,42.75,8,West,100.35
34,42.05,3,West,88.32
11,74.37,5,East,114.65
14,63.75,4,West,104.11
50,20.06,3,North,79.67
19,51.26,9,East,129.77
36,57.41,6,East,124.18
19,47.66,4,East,99.81
16,58.22,5,North,121.3
10,26.47,7,South,82.98
56,17.59,4,South,78.81
57,36.96,3,West,101.28
7,61.12,3,West,94.95
22,15.03,1,North,56.0
34,38.96,6,South,111.11
23,25.3,5,North,102.76
44,49.55,6,North,135.94
16,119.48,4,South,159.81
4,50.06,8,East,113.96
21,52.3,6,North,98.0
36,76.38,8,North,154.45
11,55.07,5,East,113.0
49,50.1,3,East,111.43
1,79.1,6,East,107.73
5,65.94,5,South,90.08
31,61.28,4,North,132.56
31,51.65,5,North,116.02
18,47.54,6,West,101.6
16,78.8,7,East,145.34
5,47.72,6,East,109.33
40,89.34,9,West,175.6
23,35.91,6,North,100.5
8,96.88,4,West,114.13
24,65.94,4,West,120.33
57,37.06,7,West,98.58
16,66.93,4,North,126.33
54,42.09,4,South,76.6
16,55.33,6,South,105.98
12,44.94,5,East,105.43
16,51.77,9,North,142.48
20,79.56,6,North,148.02
8,67.18,6,North,105.1
36,34.81,3,South,61.41
21,35.61,5,East,105.42
44,60.84,3,South,107.45
30,62.63,6,East,130.7
27,41.69,2,North,106.01
29,103.19,4,East,156.08
10,75.6,3,South,93.67
43,42.51,3,South,88.79
7,40.9,6,West,87.5
44,49.84,7,South,117.72
60,47.81,5,North,122.38
46,90.24,5,North,153.52
28,80.95,9,East,157.06
19,55.37,8,West,116.83
53,71.6,6,South,140.55
16,75.88,9,East,170.45
29,55.89,5,West,104.82
47,64.14,5,North,141.11
56,69.25,6,North,148.93
56,66.36,5,North,158.64
6,39.98,5,West,96.73
54,41.63,5,North,112.88
7,48.65,6,West,85.71
36,41.15,4,East,70.8
